created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sat Oct 28 13:17:24 +0000 2023;1718255647471616191;"@Dennysiregar7 dl pak karno dan hatta, mproklamirkan indonesia merdeka utk keadilan sosial bagi seluruh rakyat indonesia, didalamnya jg berdasarkan demokrasi pancasila. tp skg kok malah condong ke politik dinasti. kira2 sesuai dgn tujuan kemerdekaankah? kira2 msh mperjuangkan NKRI apa kel jkw?";0;0;0;0;in;1635611407453659136;1718205044720325037;DhoanWardh34872;https://twitter.com/DhoanWardh34872/status/1718255647471616191
Sat Oct 28 12:57:12 +0000 2023;1718250562666614846;"Ber tanya2 dalam hati dn pikiran koq bisa terbawah situasi politik kekinian, padahal gk ngerti sama sekali apa itu politik, cuma suka teringat jaman masih di sekolah menengah, kata salah seorang guru bhs indonesia, bahwa politik itu kotor, apa ia ??";0;0;0;0;in;1444223420;1718250562666614846;maria_mariawij;https://twitter.com/maria_mariawij/status/1718250562666614846
Sat Oct 28 12:48:30 +0000 2023;1718248375907225786;"@Herri32407314 Memang keterlaluan.  Sangat berambisi membangun dinasti Politik . Pokoknya yg lain gak boleh memimpin Indonesia, cuma anak2 nya saja yg boleh 🤦‍♂️";0;0;0;1;in;1637572714205421595;1718173968589320659;liaasister;https://twitter.com/liaasister/status/1718248375907225786
Sat Oct 28 12:48:02 +0000 2023;1718248254436204904;"Yuk yang butuh joki tugas langsung ke @jokitugascerdas aja 🤩 ✅Hukum ✅Politik ✅PPKN ✅Kewarganegaraan ✅Pancasila ✅Bahasa Indonesia ✅Bahasa Inggris ✅Bahasa Jawa ✅Agama Islam ✅Sejarah ✅IPA  ✅Biologi  bisa realtime juga yaa 🙋🏻‍♀️ #zonauang #jokitugas #jokitugaskuliah";0;0;0;0;in;1599341427322126338;1718248254436204904;Bravooo_99;https://twitter.com/Bravooo_99/status/1718248254436204904
Sat Oct 28 12:40:36 +0000 2023;1718246383885664275;"Punya Pengaruh Kuat di Jawa Barat, PKS Berharap Susi Pudjiastuti Masuk Timnas AMIN  https://t.co/VUCCnKWAwm  #promedia #pojokbaca #socmedpreneur #amin #politik #aniesbaswedan #cakimin #indonesia #jawabarat #relawan #relawananies #koalisiperubahan #depok #relawan #susipujiastuti";0;0;0;0;in;1707807191313559552;1718246383885664275;NinaOktari34671;https://twitter.com/NinaOktari34671/status/1718246383885664275
Sat Oct 28 12:39:01 +0000 2023;1718245987851112618;"Pemerhati politik dan kebangsaan : Prabowo tak layak jadi Presiden Indonesia. . . #prabowosubianto #rekamjejakprabowo #pelanggaranHAM #aktivisHAM https://t.co/7lo998bbmC";0;0;0;0;in;2161778047;1718245987851112618;hasansyahrian;https://twitter.com/hasansyahrian/status/1718245987851112618
Sat Oct 28 12:36:55 +0000 2023;1718245460450906347;"Kemajemukan bangsa yang besar dan luas menyatu dalam satu semangat atau spirit untuk Indonesia yang lebih baik.  #Esai Krisanto Lafu Babu https://t.co/ssfgjeDjWx";0;0;0;0;in;894646050719318023;1718245460450906347;nalarpolitik;https://twitter.com/nalarpolitik/status/1718245460450906347
Sat Oct 28 12:30:33 +0000 2023;1718243857127927962;"@DoniAlfauzi @bayuarisandee Gak juga. Nyiarnya sepotong2, belum selesai Indonesia tanding malah pindah ke lapangan lain yang melibatkan kontingen lain. Belum lagi jeda iklannya lama dan berbau politik, biasa tv yang punya orang politik juga.";0;0;0;0;in;300122631;1717431184723198461;dewiwiddie;https://twitter.com/dewiwiddie/status/1718243857127927962
Sat Oct 28 12:27:30 +0000 2023;1718243089067003967;"Ada yg bisa joki tugas sistem politik indonesia ut? Dl besok #zonauang";1;25;0;4;in;1451907492116455435;1718243089067003967;9697folder;https://twitter.com/9697folder/status/1718243089067003967
Sat Oct 28 12:20:44 +0000 2023;1718241386255007803;"@TeddGus Tedd anda sbnarnya sdh tau bahwa proses di MK berlarut² krn sarat permainan kotor politik dinasti. Dan berhalusinasi balikan fakta kebenaran versi anda. Rakyat Indonesia tdk bodoh sprti anda bayangkan, kami diam bkn berarti bodoh spt anda. Bergerak suara hati rakyat suara Tuhan.";0;1;3;13;in;618223173;1718232451271794745;AlfredVP;https://twitter.com/AlfredVP/status/1718241386255007803
Sat Oct 28 12:14:12 +0000 2023;1718239741274165618;"Halloo salam kenal semua! 👋  Perkenalkan kami  https://t.co/lz1g3eLGxc hadir sebagai media referensi utama untuk kebijakan publik di Indonesia yang akan memberikan informasi teraktual, berkualitas, dan meningkatkan partisipasi politik masyarakat Indonesia.  #TEKNOPOL.ID https://t.co/Yc4YJuB2h0";0;1;0;1;in;1718235634975100928;1718239741274165618;teknopolID;https://twitter.com/teknopolID/status/1718239741274165618
Sat Oct 28 12:13:38 +0000 2023;1718239600387494302;"PDIP Tunggu Etika Politik Gibran untuk Kembalikan Kartu Anggota https://t.co/3bpf1JyJvR";7;36;9;50;in;17128975;1718239600387494302;CNNIndonesia;https://twitter.com/CNNIndonesia/status/1718239600387494302
Sat Oct 28 12:05:55 +0000 2023;1718237655539019969;"Deklarasi Pemilu Damai, Kapolri: Kita Kawal Politik Bermartabat dan Hindari Memecah Belah Rakyat #Pemilu2024kondusif   https://t.co/sEZBZ7I6Pu";0;0;0;0;in;1177590639019446273;1718237655539019969;redaksijakarta2;https://twitter.com/redaksijakarta2/status/1718237655539019969
Sat Oct 28 11:57:32 +0000 2023;1718235548056473761;"@cintabiroe Biang kerok politik pecah belah/adu domba itu sumbernya dr Eyang itu faktanya sampe pak lurah sama budhe jadi renggang .";0;1;0;1;in;1165019845;1718213526735696042;rudysound;https://twitter.com/rudysound/status/1718235548056473761
Sat Oct 28 11:54:39 +0000 2023;1718234820202151955;"Narasi Politik Dinasti yg dihembuskan adalah PEMBODOHAN  Mana ada Politik Dinasti di Era Demokrasi melalui Pilpres karena yg memilih adalah rakyat  Dan ternyata yg ngedukung banyak lho 😍  Gegap gempita masyarakat Toraja sambut #PrabowoGibran2024   Menanglah Indonesia💪🇮🇩❤ https://t.co/iQuBgCz13l";5;91;36;104;in;1189039138835554304;1718234820202151955;BANGSAygSUJUD;https://twitter.com/BANGSAygSUJUD/status/1718234820202151955
Sat Oct 28 11:45:30 +0000 2023;1718232521195077698;"@tvOneNews Kenapa saya tdk percaya tukang survei politik ? jawabannya tukang survei politik tdk Kredibel contoh kasus pendukung Anies Baswedan dari sejak pertama keliling Indonesia hingga kini selalu dipadati pendukungnya banyak dan besar seluruh Indonesia";0;2;0;1;in;1474943932958068736;1718154827354747266;Mbahhardiman;https://twitter.com/Mbahhardiman/status/1718232521195077698
Sat Oct 28 11:45:18 +0000 2023;1718232469240201478;"@salimafillah indonesia tidak berimbang jika benar posii politik LN kita bebas aktif dan NON BLok mestinya kita komukasi kedua belah pihak bukan pincang sebelah dari dulu, perspektif yg perlu dirubah bukan keras kepala nya. ingat  1300 org israel yg mati 07/10/23 itu sipil semua loh.";0;1;0;1;in;2801885712;1717899164087169252;JehosapatAj;https://twitter.com/JehosapatAj/status/1718232469240201478
Sat Oct 28 11:44:21 +0000 2023;1718232230777258139;"@NblRazali Ikuti irama Politik, kita berjuang bersama-sama memajukan indonesia https://t.co/rSO2i6hJV8";0;0;0;0;in;1667223369199267840;1718129266859368779;SNurlaelan26994;https://twitter.com/SNurlaelan26994/status/1718232230777258139
Sat Oct 28 11:42:21 +0000 2023;1718231727175581924;"Bisa lahh, yuk rame" kita menangkan pasangan Prabowo-Gibran  #prabowosubianto #GibranRakabuming #prabowopresiden #PrabowoGibran2024 #indonesia #indonesian #viral #fyp #politik #ganjarpranowo #aniesbaswedan #pinterpolitik https://t.co/RL90hVdgoL";0;0;0;4;in;1579126996537290752;1718231727175581924;mypresidentid;https://twitter.com/mypresidentid/status/1718231727175581924
Sat Oct 28 11:39:06 +0000 2023;1718230906757083421;"Bu Puan dan Ayahnya Taufik Kemas: Garis Pemersatu dalam Politik Indonesia. #puanmaharani #tetappuan #pdiperjuangan #mbakpuan #pemilu2024 #pilpres2024 #ganjarmahfud2024 #CeasefireNOW #UltraMilkXStrayKids #starlinkforgaza https://t.co/jPRGnktuxl";0;0;0;0;in;1627522882342649857;1718230906757083421;nabilasaidah22;https://twitter.com/nabilasaidah22/status/1718230906757083421
Sat Oct 28 11:37:53 +0000 2023;1718230603295043724;"Fadli Zon emang paham betul politik Indonesia @BSoma277 https://t.co/yZPYaCYreD";0;0;0;0;in;1677194011604586497;1718230603295043724;BobonMulya;https://twitter.com/BobonMulya/status/1718230603295043724
Sat Oct 28 11:33:25 +0000 2023;1718229478730793310;"@f4kr0ls00d parti kt indonesia pun ada yg cenderung isley bila masuk bab solidarity untuk palestine pegangan politik di ketepikan,";0;0;1;0;in;1267751180760801280;1718224508170174471;Reizki9;https://twitter.com/Reizki9/status/1718229478730793310
Sat Oct 28 11:33:14 +0000 2023;1718229430567576027;"#Politik #PSI #usungganjar #ganjarcapres #yennywahid PSI Pernah Usung Ganjar Capres dan Yenny Wahid Cawapres Kini Berubah, Chusnul: Menipu Rakyat: Partai Solidaritas Indonesia atau PSI memang secara resmi telah mendukung Prabowo Subianto-Gibran… https://t.co/KlZTWS24bh";0;0;0;0;in;123757780;1718229430567576027;terkinidotid;https://twitter.com/terkinidotid/status/1718229430567576027
Sat Oct 28 11:30:56 +0000 2023;1718228853704053170;"@dablongan81 @NdrewsTjan entahlah aneh, pak ganjar nongol di adzan, gibran ada ustad yang dukung dia, sejatinya politik identitas ya karena mereka bertiga paham jati diri dan identitas Indonesia, toh tiga-tiganya bkn cuman fokus di Identitas, tapi juga punya tujuan, visi, misi, dan target kedepan";0;1;0;0;in;1552550161246986241;1716135545028640800;DarmantoDiky;https://twitter.com/DarmantoDiky/status/1718228853704053170
Sat Oct 28 11:29:10 +0000 2023;1718228410106057165;"politik aji mumpung itu nggak ada tempatnya di Indonesia @hariosudiro https://t.co/1npbkEuEpp";0;0;0;0;in;1676136744016805889;1718228410106057165;rzqifauz;https://twitter.com/rzqifauz/status/1718228410106057165
Sat Oct 28 11:25:37 +0000 2023;1718227513514860694;"@66_Tarnold @febisptn @cryufh @idextratime Ikuti irama Politik, kita berjuang bersama-sama memajukan indonesia https://t.co/jMkEv7NOmg";0;0;0;0;in;1667225236444688385;1716078073488286007;Arilapriya32668;https://twitter.com/Arilapriya32668/status/1718227513514860694
Sat Oct 28 11:23:34 +0000 2023;1718226999750390228;"@Indonesia_java @rakhmat_mulyana @Kelas_ppds @kurawa eep orang baik?  perasaan politik identitas dan sara deh";0;1;0;0;in;1051432770755411968;1717885373161050590;0pp4_lee;https://twitter.com/0pp4_lee/status/1718226999750390228
Sat Oct 28 11:22:51 +0000 2023;1718226820171235793;"Siklus Dinasti Politik di Indonesia sudah sempurna??? Tagar demo:  #demo #politikdinastijokowi #nepotisme #MK #kolusi #jokowi #gibran #cawe-cawe #28101968 #istana https://t.co/0eEwAY8eoV";0;0;0;0;in;1708733308912422912;1718226820171235793;omila_T3;https://twitter.com/omila_T3/status/1718226820171235793
Sat Oct 28 11:20:29 +0000 2023;1718226223208509852;"pak ganjar bisa bawa angin segar buat politik Indonesia, generasi Y pasti setuju @ZoyaNailPolish  https://t.co/fKmLFFaD2n";0;0;0;0;in;1689282577163485184;1718226223208509852;k0koyudaaa;https://twitter.com/k0koyudaaa/status/1718226223208509852
Sat Oct 28 11:18:23 +0000 2023;1718225696064229761;"@PolJokesID @ZUL_Hasan @AnjaniZita Makin males ngikuti politik Indonesia, paling ya gitu lagi gitu lagi 🗿";0;0;0;0;in;513179975;1717772313037525339;agungwr01;https://twitter.com/agungwr01/status/1718225696064229761
Sat Oct 28 11:17:26 +0000 2023;1718225455298527627;"jangan biarkan politik dinasti kembali ke Indonesia @Pardie08 https://t.co/VtMGTQmR0q";0;0;0;0;in;1677142178664165377;1718225455298527627;SinaLaberi;https://twitter.com/SinaLaberi/status/1718225455298527627
Sat Oct 28 11:17:25 +0000 2023;1718225451079102803;"@MelatiJelita5 @mapplecrush @prabowo Ikuti irama Politik, kita berjuang bersama-sama memajukan indonesia https://t.co/gKhLPIeH0p";0;0;0;0;in;1667222723989491712;1718175256480010678;irwan_mard85785;https://twitter.com/irwan_mard85785/status/1718225451079102803
Sat Oct 28 11:13:40 +0000 2023;1718224508170174471;"Masalah dgn Msia ni. Kalau nak banding dgn Indonesia jauh ketinggalan. Utk solidariti palestine pun dipisahkan dgn politik. Kalau gabung semua, tolak politik, mmg dah kumpul ramai macam Indonesia.  Tak abis2 politik. Rehat kejap takley ke?";1;29;122;394;in;1154598746606280709;1718224508170174471;f4kr0ls00d;https://twitter.com/f4kr0ls00d/status/1718224508170174471
Sat Oct 28 11:12:19 +0000 2023;1718224169379479746;"mas ganjar itu bisa buat anak muda lebih percaya sama politik Indonesia @Mus_BA  https://t.co/5PTaYgmZg3";0;0;0;0;in;1688598177535127552;1718224169379479746;bdafendraaa;https://twitter.com/bdafendraaa/status/1718224169379479746
Sat Oct 28 11:00:25 +0000 2023;1718221172545065077;"@DrPullmanrogers @1973Suharjito @Dennysiregar7 @jokowi Mana mau orang Turki mengurusi politik Indonesia :p";0;0;0;2;in;885068501765038082;1713157389682384980;jinpinksi;https://twitter.com/jinpinksi/status/1718221172545065077
Sat Oct 28 11:00:06 +0000 2023;1718221094082277390;"BMI – Ketua Banteng Muda Indonesia (BMI) Provinsi Banten, Tia Rahmania mengajak semua pihak untuk tetap menjaga emosi ditengah konstelasi politik yang tensinya makin panas.  🔽 Baca Artikel Selengkapnya 🔽  https://t.co/qLCIQe0xPa";0;0;0;1;in;2883691224;1718221094082277390;DPPBMI;https://twitter.com/DPPBMI/status/1718221094082277390
Sat Oct 28 10:59:08 +0000 2023;1718220850359624185;"Kepemimpinan Puan Maharani: Menyinari Politik Indonesia. @puanmaharani_ri @PDI_Perjuangan #tetappuan #mbakpuan #pemilu2024 #pilpres2024 #ganjarmahfud2024 #CeasefireNOW #UltraMilkXStrayKids #starlinkforgaza https://t.co/ioiHVwxFLq";0;0;0;0;in;1637214087628177413;1718220850359624185;Briannaqwwq;https://twitter.com/Briannaqwwq/status/1718220850359624185
Sat Oct 28 10:56:42 +0000 2023;1718220240155455516;"@cakimiNOW @hnurwahid Indonesia luas Min, bukan depok doang. Keluar dari kotak dong 😅";0;0;0;0;in;717694179896201216;1718112885522772135;LawakPolitikFH;https://twitter.com/LawakPolitikFH/status/1718220240155455516
Sat Oct 28 10:56:40 +0000 2023;1718220230328254563;"TNI-Polri Siap Sukseskan Pemilu Tahun 2024  Stop Money Politik Stop Black Campaign Stop Golput Stop Hoax  Pilihan Boleh Berbeda Kita Tetap Indonesia  #pemiluserentak2024  #pemilu2024  #divisihumaspolri  #poldabali  #polresbadung https://t.co/YusGLKxVi3";0;0;0;0;in;1260766485296758786;1718220230328254563;polres_badung__;https://twitter.com/polres_badung__/status/1718220230328254563
Sat Oct 28 10:48:39 +0000 2023;1718218213815947739;"@Adiprayitno_20 Manufernya pakai akal, tapi rakyat merasakan dengan hati. Main politik yang lurus aja lah, otak orang Indonesia udah banyak yang SNI, ketahuan konyol kalian 😁";0;0;1;2;in;311936614;1718213645287760352;mbahzen1;https://twitter.com/mbahzen1/status/1718218213815947739
Sat Oct 28 10:37:22 +0000 2023;1718215372980310450;"@iwanfals Setuju, bagusnya partai cukup 5 saja,terlalu byk ketum2 dan sekjen2 yg jualan di thn politik..";0;0;0;0;in;1365070333724647424;1718214475151704387;ArmiSatria8;https://twitter.com/ArmiSatria8/status/1718215372980310450
Sat Oct 28 10:33:48 +0000 2023;1718214475151704387;"Oh ya partainya cukup 5 saja, ya yg ada di Pancasila itu, 1 s/d 5, kan Demokrasi Pancasila ( khas Indonesia lah demokrasinya, keren kan tuh )...mumpung lagi musim politik nih...😊";0;14;3;50;in;60406679;1718214475151704387;iwanfals;https://twitter.com/iwanfals/status/1718214475151704387
Sat Oct 28 10:33:09 +0000 2023;1718214310072291781;"@psi_id Semoga pertemuan ini menginspirasi anak-anak muda Indonesia untuk berperan aktif dalam politik dan memahami betapa pentingnya suara mereka dalam membangun masa depan negara";0;0;0;0;in;1515300661461946372;1718119644681363852;clarashinta98;https://twitter.com/clarashinta98/status/1718214310072291781
Sat Oct 28 10:32:47 +0000 2023;1718214220087697631;"@tempodotco Masyarakat Indonesia sudah cerdas dan sudahi dinasti politik";0;0;0;0;in;751794971309514752;1718171768949805305;DedieRuji;https://twitter.com/DedieRuji/status/1718214220087697631
Sat Oct 28 10:27:33 +0000 2023;1718212902967283972;"@alisya__22 @rahmdess27 Pantesan GG or BG anti bngt sm politik krna tau bakal bgini:)( eh di Indonesia malah di sangkut pautnya mulu Ama politik hadeuhhh";0;1;0;1;in;1612065967324168192;1718177434116436079;yeongi_beomin;https://twitter.com/yeongi_beomin/status/1718212902967283972
Sat Oct 28 10:27:21 +0000 2023;1718212851020808622;"Selamat Hari Sumpah Pemuda  Kami putra dan putri Indonesia, menolak dinasti politik anak presiden dua hari punya KTA langsung jadi Ketua Umum.  Kami putra dan putri Indonesia, menolak dinasti politik anak presiden yang bisa cawapres karena putusan MK sang Paman.  Kami putra dan…";2;4;16;87;in;214159664;1718212851020808622;Paltiwest;https://twitter.com/Paltiwest/status/1718212851020808622
Sat Oct 28 10:25:03 +0000 2023;1718212273674789112;"Mendekati masa puncak tahun politik tahun 2024, pola konsumsi bakal meningkat. Padahal umumnya kenaikan suku bunga membatasi konsumsi. https://t.co/ULNWDolvd8";0;0;0;0;in;874558344593195008;1718212273674789112;validnewsid;https://twitter.com/validnewsid/status/1718212273674789112
Sat Oct 28 10:24:06 +0000 2023;1718212036298264749;"Dinasti Politik Mewabah di Indonesia https://t.co/wAKqCH5Rus via @jakartasatu.com";0;0;0;0;in;1547115496893321216;1718212036298264749;amkmedita;https://twitter.com/amkmedita/status/1718212036298264749
Sat Oct 28 10:18:34 +0000 2023;1718210642157633772;"Aku sebenarnya muak dengan (intrik) politik di Indonesia, tapi bukan berarti aku harus apolitis. https://t.co/Ccf9ZYXa5x";1;2;1;17;in;967230367685009408;1718210642157633772;ahmedasarlan;https://twitter.com/ahmedasarlan/status/1718210642157633772
Sat Oct 28 10:15:17 +0000 2023;1718209816563528060;"@detikcom Taun 2024-2029 fokus Negara BESAR REPUBLIK INDONESIA RAYA ini jd Negara maju! Des, ini harus!, MENDESAK☝🏻👴🏻👍🏻)) Jd bkn cuma fokus k pemberantasan Tipikor,  Klo di berantas? Okeh, siPoppa C 7 itu! Tapi jgn buat jualan politik👋🏻👴🏻👈🏻 Inget, sampe kpnpun korupsi ngga bisa dinihilin!";0;0;0;0;in;229361537;1718133993839743063;ggetzy;https://twitter.com/ggetzy/status/1718209816563528060
Sat Oct 28 10:14:00 +0000 2023;1718209492599623927;"@pembelajar010 @Dedy44169434 @jokowi Demokrasi kita malah terlihat semakin bersemangat, karena keterlibatan anak muda dalam membaca arah politik Indonesia kedepan yang semakin antusias.   Mungkin karena beda deposit energi, makanya hasilnya pun beda.   🤭🤭🤭";0;0;0;0;in;1003546165105704962;1718169077984923824;DedynurPalakka;https://twitter.com/DedynurPalakka/status/1718209492599623927
Sat Oct 28 10:11:04 +0000 2023;1718208752577626405;"@AlzubairMaherza @CNNIndonesia Gini dubes palestina aja tidak mempermasalahkan timnas Israel ke Indonesia , karena bola nggak boleh dicampurkan dengan politik,waktu pildun kemaren aja Qatar yang ribut dengan Israel memperbolehkan wartawan Israel ke Qatar tapi syaratnya warga Qatar dilarang bicara dengan mereka";0;1;0;1;in;1289830915657461760;1718181137397477692;Hamdiirawan17;https://twitter.com/Hamdiirawan17/status/1718208752577626405
Sat Oct 28 10:10:35 +0000 2023;1718208632956006631;"Prabowo Subianto-Gibran Rakabuming Raka unggul dibanding pasangan lainnya versi survei Indikator Politik Indonesia.   https://t.co/PUFtBsNn6x";0;1;0;0;in;2855275724;1718208632956006631;jarudin59;https://twitter.com/jarudin59/status/1718208632956006631
Sat Oct 28 10:09:50 +0000 2023;1718208443369283960;"@alterrrego_ @thanyeoli Hmm, emg secara praktis, apa powernya? Apakah kalo seluruh 10m followersnya mendukung Palestine, itu bakal ngubah jalannya perang? Bakal bikin Indonesia ikut perang kirim bantuan? Bakal bikin DK PBB turun bantu Palestine semua? 10m followers dia insignifikan di mata elit politik";0;2;0;2;in;1612847509348708354;1718143721936707772;effinpolarstar;https://twitter.com/effinpolarstar/status/1718208443369283960
Sat Oct 28 10:03:35 +0000 2023;1718206870249410767;"Politik indonesia saat ini.. https://t.co/RzNNdMTMPU";0;0;0;0;in;190265079;1718206870249410767;Broducer_Tampan;https://twitter.com/Broducer_Tampan/status/1718206870249410767
Sat Oct 28 10:00:01 +0000 2023;1718205975222476805;"Generasi politik baru Indonesia saat ini berada di persimpangan jalan, bahkan mungkin dalam ruang ”kuldesak”, jalan buntu politik yang membutuhkan navigasi dan terobosan cerdas untuk melaluinya.  Protokol Kebangsaan Kaum Muda #Opini 28 Oktober 2023  https://t.co/KJsafspTDN https://t.co/Intj0NH7kR";0;1;0;3;in;255866913;1718205975222476805;hariankompas;https://twitter.com/hariankompas/status/1718205975222476805
Sat Oct 28 09:59:44 +0000 2023;1718205900354461787;"Zionisme bagi Hamas adalah alat politik yang memungkinkan ide-ide Yahudi bernuansa kekerasan menjadi kenyataan dalam Piagam Hamas awal, nampak tidak ada upaya bagi Hamas untuk membedakan antara Yahudi dan Zionisme. https://t.co/qzsgnLtblM";0;1;0;1;in;892211698030989312;1718205896835416479;ConversationIDN;https://twitter.com/ConversationIDN/status/1718205900354461787
Sat Oct 28 09:59:43 +0000 2023;1718205896835416479;"Masih tulisan dari Hadza Min Fadhli Robby, akademisi yang fokus meneliti studi gagasan politik Islam dan studi agama dalam ilmu Hubungan Internasional, mengenai pandangan Hamas terhadap perdamaian antara Israel-Palestina.  https://t.co/ArQw6RaRN9 https://t.co/CHJODnZCSB";2;1;8;45;in;892211698030989312;1718205896835416479;ConversationIDN;https://twitter.com/ConversationIDN/status/1718205896835416479
Sat Oct 28 09:59:02 +0000 2023;1718205725762375890;"Kesehatan politik Indonesia saat ini sangat memprihatinkan #OrdeBaruReborn. https://t.co/8H2GrUss5y";0;0;0;0;in;1709156226091962368;1718205725762375890;IrmaAuliali;https://twitter.com/IrmaAuliali/status/1718205725762375890
Sat Oct 28 09:53:56 +0000 2023;1718204443395866860;"@DedynurPalakka @Uki23 @jokowi Kami beda dngn anggota partai yg dpt keuntungan politik. Kami rkyt tdk dpt apa2 atas perjuangan kami dukung Jokowi. Kami dukung krn percaya Jokowi mampu membawa kebaikan bagi Indonesia. Dan itu memang baik. Lalu ketika kami nilai Jokowi mulai melenceng, apa kami tdk boleh kritik?";0;1;0;3;in;720655727816105984;1718169077984923824;Fr4nst;https://twitter.com/Fr4nst/status/1718204443395866860
Sat Oct 28 09:53:29 +0000 2023;1718204329033896270;"MKMK DI BENTUK DARI PARA MANTAN PETINGGI MK. BIASA... INDONESIA SEPERTI TAK PUNYA STOK AHLI YANG BEBAS DARI KEPENTINGAN POLITIK. BUAT APA SAJA POKOK E TETAP BAU-BAU POLITIK NYA ADA. DEWAS KPK MISALNYA. JIKA TUJUANNYA UNTUK KEPENTINGAN HUKUM DAN RAKYAT MENGAPA TIDAK DICARI PARA";0;1;0;0;in;99559452;1718204329033896270;totopardamean;https://twitter.com/totopardamean/status/1718204329033896270
Sat Oct 28 09:51:55 +0000 2023;1718203935440445601;"@Fahrihamzah Saya paham betul politik itu dinamis. Tapi berpolitik dengan mencederai akal sehat itu suatu kejahatan paling ekstrem sih!!! Bagaimana bisa Indonesia mampu mencapai kedaulatan sesuai amanat UUD 1945, kalau politikus hari ini hanya bisa menyempitkan akal sehat masyarakatnya.";0;0;0;0;in;1491684618898055171;1717948900114575717;Rama28may;https://twitter.com/Rama28may/status/1718203935440445601
Sat Oct 28 09:51:46 +0000 2023;1718203895628144820;"@nixon_fs @dirkmc3 @Uki23 @psi_id Mohon maaf barikade gusdur pendukung murni ganjar &amp  Kalo anda pendukung ganjar hendaknya menghentikan narasi tsb, karena hanya akan merugikan koalisi berkelanjutan, Sekali lagi maaf &amp  semoga memahami strategi politik yg terjadi🙏";0;0;0;1;in;1664574526947213317;1718161566129164400;T007bond;https://twitter.com/T007bond/status/1718203895628144820
Sat Oct 28 09:51:10 +0000 2023;1718203744935198886;"@jokowi Makanya sampai buat politik dinasti ya....saking hausnya mau menikmati Indonesia emas sampai ga mau lepas !!! Si Malin Kundang";0;0;0;0;in;1604819025564876800;1718072516017848511;evaelly27;https://twitter.com/evaelly27/status/1718203744935198886
Sat Oct 28 09:50:37 +0000 2023;1718203607466869198;"@OmpungGuru @jokowi @gibran_tweet @bobbynasution_ Mohon maaf barikade gusdur pendukung murni ganjar &amp  Kalo anda pendukung ganjar hendaknya menghentikan narasi tsb, karena hanya akan merugikan koalisi berkelanjutan, Sekali lagi maaf &amp  semoga memahami strategi politik yg terjadi🙏";0;1;1;2;in;1664574526947213317;1718134826988085294;T007bond;https://twitter.com/T007bond/status/1718203607466869198
Sat Oct 28 09:46:37 +0000 2023;1718202600250888558;"Bu Puan dan Ayahnya Taufik Kemas: Garis Pemersatu dalam Politik Indonesia. #puanmaharani #tetappuan #pdiperjuangan #mbakpuan #pemilu2024 #pilpres2024 #ganjarmahfud2024 #CeasefireNOW #UltraMilkXStrayKids #starlinkforgaza https://t.co/FmBijyvKDe";0;0;0;0;in;1681404905393901568;1718202600250888558;Stephan70966424;https://twitter.com/Stephan70966424/status/1718202600250888558
Sat Oct 28 09:44:48 +0000 2023;1718202145101754458;"Selamat Ultah pak @ganjarpranowo... tetap lah menjadi orang baik untuk Indonesia ☕  #GanjarPranowo #aniesbaswedan  #pilpres2024 https://t.co/UnYcRhT2iK";0;0;0;1;in;867082064956342272;1718202145101754458;pusatkajian_pk;https://twitter.com/pusatkajian_pk/status/1718202145101754458
Sat Oct 28 09:43:06 +0000 2023;1718201718146793675;"@Kimberley_2024 Insyallah dgn sukseskan pemilu ide, gagasan &amp  santunpun Ganjar mahfud akan menang dan diridoi allah swt  para pendukung ganjar mahfud semoga memahaminya Jgn terpancing politik identitas dan saling fitnah ke 2 kubu berkelanjutan karena itu akan menguntungkan 1 kubu perubahan itu";0;0;0;0;in;1664574526947213317;1718194730243342712;T007bond;https://twitter.com/T007bond/status/1718201718146793675
Sat Oct 28 09:41:53 +0000 2023;1718201411593437590;"@noordintavares @GeiszChalifah Yeah, Jakarta menang award trus sementara Jateng semakin terperosok, hukum di Indonesia dicibir sama menko nya sendiri dan politik dinasti. Duh, ngapain bales orang bego kayak lo.";0;2;0;2;in;135221712;1717918473819721862;mjosephabie;https://twitter.com/mjosephabie/status/1718201411593437590
Sat Oct 28 09:41:50 +0000 2023;1718201399409099146;"@bentangnegeri Jokowidodo Presiden Indonesia dari PDIP...dua sisi tdk bisa di pisahkan...Beliau sdh memberi yg terbaik untuk negara ini...kami hormat untuk beliau,  Partai Politik sebagai kendaraan, jangn melihat dari satu sisi, para elite bermain tgkt Dewa kita lihat saja buah &amp  rakyat meraskn";0;0;0;0;in;1342324633467404290;1718160728430174695;AMaingak;https://twitter.com/AMaingak/status/1718201399409099146
Sat Oct 28 09:37:56 +0000 2023;1718200416696189437;"@gibran_tweet Pemuda Pemudi Indonesia alergi lihat politik kkn https://t.co/5M3Xhsopj8";0;0;0;0;in;970127568882999296;1718190692131107290;ind_demokrasi;https://twitter.com/ind_demokrasi/status/1718200416696189437
